KOKkommuneregion0000_kode,KOKkommuneregion0000,ContentsCode_kode,ContentsCode,Tid_kode,Tid,verdi
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2014,2014,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2015,2015,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2016,2016,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2017,2017,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2018,2018,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2019,2019,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2020,2020,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2021,2021,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2022,2022,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2023,2023,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2024,2024,0.0
1130,Strand,KOShelekommunenu0000,"Har eiendomsskatt i hele kommunen, unntatt næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2025,2025,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2007,2007,
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2008,2008,
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2009,2009,
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2010,2010,
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2011,2011,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2012,2012,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2013,2013,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2014,2014,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2015,2015,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2016,2016,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2017,2017,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2018,2018,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2019,2019,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2020,2020,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2021,2021,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2022,2022,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2023,2023,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2024,2024,0.0
1130,Strand,KOSbyallnaering0000,"Har eiendomsskatt både i områder utbygd på byvis og på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2025,2025,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2007,2007,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2008,2008,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2009,2009,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2010,2010,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2011,2011,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2012,2012,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2013,2013,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2014,2014,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2015,2015,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2016,2016,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2017,2017,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2018,2018,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2019,2019,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2020,2020,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2021,2021,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2022,2022,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2023,2023,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2024,2024,0.0
1130,Strand,KOSbyverkogbruk0000,"Har eiendomsskatt både i områder utbygd på byvis og på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2025,2025,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2007,2007,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2008,2008,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2009,2009,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2010,2010,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2011,2011,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2012,2012,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2013,2013,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2014,2014,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2015,2015,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2016,2016,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2017,2017,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2018,2018,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2019,2019,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2020,2020,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2021,2021,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2022,2022,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2023,2023,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2024,2024,0.0
1130,Strand,KOSbareby0000,"Har eiendomsskatt bare i områder utbygd på byvis (ja=1, nei=0)",2025,2025,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2007,2007,
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2008,2008,
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2009,2009,
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2010,2010,
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2011,2011,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2012,2012,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2013,2013,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2014,2014,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2015,2015,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2016,2016,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2017,2017,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2018,2018,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2019,2019,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2020,2020,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2021,2021,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2022,2022,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2023,2023,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2024,2024,0.0
1130,Strand,KOSbareallnaerin0000,"Har eiendomsskatt bare på næringseiendom, kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2025,2025,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2007,2007,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2008,2008,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2009,2009,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2010,2010,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2011,2011,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2012,2012,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2013,2013,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2014,2014,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2015,2015,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2016,2016,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2017,2017,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2018,2018,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2019,2019,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2020,2020,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2021,2021,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2022,2022,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2023,2023,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2024,2024,0.0
1130,Strand,KOSbareverkogbru0000,"Har eiendomsskatt bare på kraftanlegg/-nett, vindkraftverk og petroleumsanlegg (ja=1, nei=0)",2025,2025,0.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2007,2007,7.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2008,2008,6.5
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2009,2009,6.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2010,2010,7.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2011,2011,7.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2012,2012,7.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2013,2013,2.8
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2014,2014,2.8
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2015,2015,2.8
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2016,2016,2.8
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2017,2017,2.8
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2018,2018,2.8
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2019,2019,1.4
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2020,2020,7.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2021,2021,7.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2022,2022,7.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2023,2023,7.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2024,2024,7.0
1130,Strand,KOSgenskatt0000,Generell eiendomsskattesats (per 1000),2025,2025,7.0
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2007,2007,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2008,2008,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2009,2009,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2010,2010,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2011,2011,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2012,2012,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2013,2013,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2014,2014,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2015,2015,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2016,2016,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2017,2017,
